signal_idx,source_file,col,start,orig_len
16,resto_columnas.csv,lag1_mean_d_q1q2_0,512,1024
16,resto_columnas.csv,lag1_mean_d_q1q2_0,1024,1024
16,resto_columnas.csv,lag1_mean_d_q1q2_0,1455,1024
17,resto_columnas.csv,lag1_mean_d_q1q2_1,0,1024
17,resto_columnas.csv,lag1_mean_d_q1q2_1,512,1024
17,resto_columnas.csv,lag1_mean_d_q1q2_1,1024,1024
17,resto_columnas.csv,lag1_mean_d_q1q2_1,1455,1024
18,resto_columnas.csv,lag1_mean_d_q1q2_2,0,1024
18,resto_columnas.csv,lag1_mean_d_q1q2_2,512,1024
18,resto_columnas.csv,lag1_mean_d_q1q2_2,1024,1024
18,resto_columnas.csv,lag1_mean_d_q1q2_2,1455,1024
19,resto_columnas.csv,lag1_mean_d_q1q2_3,0,1024
19,resto_columnas.csv,lag1_mean_d_q1q2_3,512,1024
19,resto_columnas.csv,lag1_mean_d_q1q2_3,1024,1024
19,resto_columnas.csv,lag1_mean_d_q1q2_3,1455,1024
20,resto_columnas.csv,lag1_mean_d_q1q3_0,0,1024
20,resto_columnas.csv,lag1_mean_d_q1q3_0,512,1024
20,resto_columnas.csv,lag1_mean_d_q1q3_0,1024,1024
20,resto_columnas.csv,lag1_mean_d_q1q3_0,1455,1024
21,resto_columnas.csv,lag1_mean_d_q1q3_1,0,1024
21,resto_columnas.csv,lag1_mean_d_q1q3_1,512,1024
21,resto_columnas.csv,lag1_mean_d_q1q3_1,1024,1024
21,resto_columnas.csv,lag1_mean_d_q1q3_1,1455,1024
22,resto_columnas.csv,lag1_mean_d_q1q3_2,0,1024
22,resto_columnas.csv,lag1_mean_d_q1q3_2,512,1024
22,resto_columnas.csv,lag1_mean_d_q1q3_2,1024,1024
22,resto_columnas.csv,lag1_mean_d_q1q3_2,1455,1024
23,resto_columnas.csv,lag1_mean_d_q1q3_3,0,1024
23,resto_columnas.csv,lag1_mean_d_q1q3_3,512,1024
23,resto_columnas.csv,lag1_mean_d_q1q3_3,1024,1024
23,resto_columnas.csv,lag1_mean_d_q1q3_3,1455,1024
24,resto_columnas.csv,lag1_mean_d_q1q4_0,0,1024
24,resto_columnas.csv,lag1_mean_d_q1q4_0,512,1024
24,resto_columnas.csv,lag1_mean_d_q1q4_0,1024,1024
24,resto_columnas.csv,lag1_mean_d_q1q4_0,1455,1024
25,resto_columnas.csv,lag1_mean_d_q1q4_1,0,1024
25,resto_columnas.csv,lag1_mean_d_q1q4_1,512,1024
25,resto_columnas.csv,lag1_mean_d_q1q4_1,1024,1024
25,resto_columnas.csv,lag1_mean_d_q1q4_1,1455,1024
26,resto_columnas.csv,lag1_mean_d_q1q4_2,0,1024
26,resto_columnas.csv,lag1_mean_d_q1q4_2,512,1024
26,resto_columnas.csv,lag1_mean_d_q1q4_2,1024,1024
26,resto_columnas.csv,lag1_mean_d_q1q4_2,1455,1024
27,resto_columnas.csv,lag1_mean_d_q1q4_3,0,1024
27,resto_columnas.csv,lag1_mean_d_q1q4_3,512,1024
27,resto_columnas.csv,lag1_mean_d_q1q4_3,1024,1024
27,resto_columnas.csv,lag1_mean_d_q1q4_3,1455,1024
28,resto_columnas.csv,lag1_mean_d_q2q3_0,0,1024
28,resto_columnas.csv,lag1_mean_d_q2q3_0,512,1024
28,resto_columnas.csv,lag1_mean_d_q2q3_0,1024,1024
28,resto_columnas.csv,lag1_mean_d_q2q3_0,1455,1024
29,resto_columnas.csv,lag1_mean_d_q2q3_1,0,1024
29,resto_columnas.csv,lag1_mean_d_q2q3_1,512,1024
29,resto_columnas.csv,lag1_mean_d_q2q3_1,1024,1024
29,resto_columnas.csv,lag1_mean_d_q2q3_1,1455,1024
30,resto_columnas.csv,lag1_mean_d_q2q3_2,0,1024
30,resto_columnas.csv,lag1_mean_d_q2q3_2,512,1024
30,resto_columnas.csv,lag1_mean_d_q2q3_2,1024,1024
30,resto_columnas.csv,lag1_mean_d_q2q3_2,1455,1024
31,resto_columnas.csv,lag1_mean_d_q2q3_3,0,1024
31,resto_columnas.csv,lag1_mean_d_q2q3_3,512,1024
31,resto_columnas.csv,lag1_mean_d_q2q3_3,1024,1024
31,resto_columnas.csv,lag1_mean_d_q2q3_3,1455,1024
32,resto_columnas.csv,lag1_mean_d_q2q4_0,0,1024
32,resto_columnas.csv,lag1_mean_d_q2q4_0,512,1024
32,resto_columnas.csv,lag1_mean_d_q2q4_0,1024,1024
32,resto_columnas.csv,lag1_mean_d_q2q4_0,1455,1024
33,resto_columnas.csv,lag1_mean_d_q2q4_1,0,1024
33,resto_columnas.csv,lag1_mean_d_q2q4_1,512,1024
33,resto_columnas.csv,lag1_mean_d_q2q4_1,1024,1024
33,resto_columnas.csv,lag1_mean_d_q2q4_1,1455,1024
34,resto_columnas.csv,lag1_mean_d_q2q4_2,0,1024
34,resto_columnas.csv,lag1_mean_d_q2q4_2,512,1024
34,resto_columnas.csv,lag1_mean_d_q2q4_2,1024,1024
34,resto_columnas.csv,lag1_mean_d_q2q4_2,1455,1024
35,resto_columnas.csv,lag1_mean_d_q2q4_3,0,1024
35,resto_columnas.csv,lag1_mean_d_q2q4_3,512,1024
35,resto_columnas.csv,lag1_mean_d_q2q4_3,1024,1024
35,resto_columnas.csv,lag1_mean_d_q2q4_3,1455,1024
36,resto_columnas.csv,lag1_std_0,0,1024
36,resto_columnas.csv,lag1_std_0,512,1024
36,resto_columnas.csv,lag1_std_0,1024,1024
36,resto_columnas.csv,lag1_std_0,1455,1024
37,resto_columnas.csv,lag1_std_1,0,1024
37,resto_columnas.csv,lag1_std_1,512,1024
37,resto_columnas.csv,lag1_std_1,1024,1024
37,resto_columnas.csv,lag1_std_1,1455,1024
38,resto_columnas.csv,lag1_std_2,0,1024
38,resto_columnas.csv,lag1_std_2,512,1024
38,resto_columnas.csv,lag1_std_2,1024,1024
38,resto_columnas.csv,lag1_std_2,1455,1024
39,resto_columnas.csv,lag1_std_3,0,1024
39,resto_columnas.csv,lag1_std_3,512,1024
39,resto_columnas.csv,lag1_std_3,1024,1024
39,resto_columnas.csv,lag1_std_3,1455,1024
40,resto_columnas.csv,lag1_std_d_h2h1_0,0,1024
40,resto_columnas.csv,lag1_std_d_h2h1_0,512,1024
40,resto_columnas.csv,lag1_std_d_h2h1_0,1024,1024
40,resto_columnas.csv,lag1_std_d_h2h1_0,1455,1024
41,resto_columnas.csv,lag1_std_d_h2h1_1,0,1024
41,resto_columnas.csv,lag1_std_d_h2h1_1,512,1024
41,resto_columnas.csv,lag1_std_d_h2h1_1,1024,1024
41,resto_columnas.csv,lag1_std_d_h2h1_1,1455,1024
42,resto_columnas.csv,lag1_std_d_h2h1_2,0,1024
42,resto_columnas.csv,lag1_std_d_h2h1_2,512,1024
42,resto_columnas.csv,lag1_std_d_h2h1_2,1024,1024
42,resto_columnas.csv,lag1_std_d_h2h1_2,1455,1024
43,resto_columnas.csv,lag1_std_d_h2h1_3,0,1024
43,resto_columnas.csv,lag1_std_d_h2h1_3,512,1024
43,resto_columnas.csv,lag1_std_d_h2h1_3,1024,1024
43,resto_columnas.csv,lag1_std_d_h2h1_3,1455,1024
44,resto_columnas.csv,lag1_skew_0,0,1024
44,resto_columnas.csv,lag1_skew_0,512,1024
44,resto_columnas.csv,lag1_skew_0,1024,1024
44,resto_columnas.csv,lag1_skew_0,1455,1024
45,resto_columnas.csv,lag1_skew_1,0,1024
45,resto_columnas.csv,lag1_skew_1,512,1024
45,resto_columnas.csv,lag1_skew_1,1024,1024
45,resto_columnas.csv,lag1_skew_1,1455,1024
46,resto_columnas.csv,lag1_skew_2,0,1024
46,resto_columnas.csv,lag1_skew_2,512,1024
46,resto_columnas.csv,lag1_skew_2,1024,1024
46,resto_columnas.csv,lag1_skew_2,1455,1024
47,resto_columnas.csv,lag1_skew_3,0,1024
47,resto_columnas.csv,lag1_skew_3,512,1024
47,resto_columnas.csv,lag1_skew_3,1024,1024
47,resto_columnas.csv,lag1_skew_3,1455,1024
48,resto_columnas.csv,lag1_kurt_0,0,1024
48,resto_columnas.csv,lag1_kurt_0,512,1024
48,resto_columnas.csv,lag1_kurt_0,1024,1024
48,resto_columnas.csv,lag1_kurt_0,1455,1024
49,resto_columnas.csv,lag1_kurt_1,0,1024
49,resto_columnas.csv,lag1_kurt_1,512,1024
49,resto_columnas.csv,lag1_kurt_1,1024,1024
49,resto_columnas.csv,lag1_kurt_1,1455,1024
50,resto_columnas.csv,lag1_kurt_2,0,1024
50,resto_columnas.csv,lag1_kurt_2,512,1024
50,resto_columnas.csv,lag1_kurt_2,1024,1024
50,resto_columnas.csv,lag1_kurt_2,1455,1024
51,resto_columnas.csv,lag1_kurt_3,0,1024
51,resto_columnas.csv,lag1_kurt_3,512,1024
51,resto_columnas.csv,lag1_kurt_3,1024,1024
51,resto_columnas.csv,lag1_kurt_3,1455,1024
52,resto_columnas.csv,lag1_max_0,0,1024
52,resto_columnas.csv,lag1_max_0,512,1024
52,resto_columnas.csv,lag1_max_0,1024,1024
52,resto_columnas.csv,lag1_max_0,1455,1024
53,resto_columnas.csv,lag1_max_1,0,1024
53,resto_columnas.csv,lag1_max_1,512,1024
53,resto_columnas.csv,lag1_max_1,1024,1024
53,resto_columnas.csv,lag1_max_1,1455,1024
54,resto_columnas.csv,lag1_max_2,0,1024
54,resto_columnas.csv,lag1_max_2,512,1024
54,resto_columnas.csv,lag1_max_2,1024,1024
54,resto_columnas.csv,lag1_max_2,1455,1024
55,resto_columnas.csv,lag1_max_3,0,1024
55,resto_columnas.csv,lag1_max_3,512,1024
55,resto_columnas.csv,lag1_max_3,1024,1024
55,resto_columnas.csv,lag1_max_3,1455,1024
56,resto_columnas.csv,lag1_max_d_h2h1_0,0,1024
56,resto_columnas.csv,lag1_max_d_h2h1_0,512,1024
56,resto_columnas.csv,lag1_max_d_h2h1_0,1024,1024
56,resto_columnas.csv,lag1_max_d_h2h1_0,1455,1024
57,resto_columnas.csv,lag1_max_d_h2h1_1,0,1024
57,resto_columnas.csv,lag1_max_d_h2h1_1,512,1024
57,resto_columnas.csv,lag1_max_d_h2h1_1,1024,1024
57,resto_columnas.csv,lag1_max_d_h2h1_1,1455,1024
58,resto_columnas.csv,lag1_max_d_h2h1_2,0,1024
58,resto_columnas.csv,lag1_max_d_h2h1_2,512,1024
58,resto_columnas.csv,lag1_max_d_h2h1_2,1024,1024
58,resto_columnas.csv,lag1_max_d_h2h1_2,1455,1024
59,resto_columnas.csv,lag1_max_d_h2h1_3,0,1024
59,resto_columnas.csv,lag1_max_d_h2h1_3,512,1024
59,resto_columnas.csv,lag1_max_d_h2h1_3,1024,1024
59,resto_columnas.csv,lag1_max_d_h2h1_3,1455,1024
60,resto_columnas.csv,lag1_max_q1_0,0,1024
60,resto_columnas.csv,lag1_max_q1_0,512,1024
60,resto_columnas.csv,lag1_max_q1_0,1024,1024
60,resto_columnas.csv,lag1_max_q1_0,1455,1024
61,resto_columnas.csv,lag1_max_q1_1,0,1024
61,resto_columnas.csv,lag1_max_q1_1,512,1024
61,resto_columnas.csv,lag1_max_q1_1,1024,1024
61,resto_columnas.csv,lag1_max_q1_1,1455,1024
62,resto_columnas.csv,lag1_max_q1_2,0,1024
62,resto_columnas.csv,lag1_max_q1_2,512,1024
62,resto_columnas.csv,lag1_max_q1_2,1024,1024
62,resto_columnas.csv,lag1_max_q1_2,1455,1024
63,resto_columnas.csv,lag1_max_q1_3,0,1024
63,resto_columnas.csv,lag1_max_q1_3,512,1024
63,resto_columnas.csv,lag1_max_q1_3,1024,1024
63,resto_columnas.csv,lag1_max_q1_3,1455,1024
64,resto_columnas.csv,lag1_max_q2_0,0,1024
64,resto_columnas.csv,lag1_max_q2_0,512,1024
64,resto_columnas.csv,lag1_max_q2_0,1024,1024
64,resto_columnas.csv,lag1_max_q2_0,1455,1024
65,resto_columnas.csv,lag1_max_q2_1,0,1024
65,resto_columnas.csv,lag1_max_q2_1,512,1024
65,resto_columnas.csv,lag1_max_q2_1,1024,1024
65,resto_columnas.csv,lag1_max_q2_1,1455,1024
66,resto_columnas.csv,lag1_max_q2_2,0,1024
66,resto_columnas.csv,lag1_max_q2_2,512,1024
66,resto_columnas.csv,lag1_max_q2_2,1024,1024
66,resto_columnas.csv,lag1_max_q2_2,1455,1024
67,resto_columnas.csv,lag1_max_q2_3,0,1024
67,resto_columnas.csv,lag1_max_q2_3,512,1024
67,resto_columnas.csv,lag1_max_q2_3,1024,1024
67,resto_columnas.csv,lag1_max_q2_3,1455,1024
68,resto_columnas.csv,lag1_max_d_q1q2_0,0,1024
68,resto_columnas.csv,lag1_max_d_q1q2_0,512,1024
68,resto_columnas.csv,lag1_max_d_q1q2_0,1024,1024
68,resto_columnas.csv,lag1_max_d_q1q2_0,1455,1024
69,resto_columnas.csv,lag1_max_d_q1q2_1,0,1024
69,resto_columnas.csv,lag1_max_d_q1q2_1,512,1024
69,resto_columnas.csv,lag1_max_d_q1q2_1,1024,1024
69,resto_columnas.csv,lag1_max_d_q1q2_1,1455,1024
70,resto_columnas.csv,lag1_max_d_q1q2_2,0,1024
70,resto_columnas.csv,lag1_max_d_q1q2_2,512,1024
70,resto_columnas.csv,lag1_max_d_q1q2_2,1024,1024
70,resto_columnas.csv,lag1_max_d_q1q2_2,1455,1024
71,resto_columnas.csv,lag1_max_d_q1q2_3,0,1024
71,resto_columnas.csv,lag1_max_d_q1q2_3,512,1024
71,resto_columnas.csv,lag1_max_d_q1q2_3,1024,1024
71,resto_columnas.csv,lag1_max_d_q1q2_3,1455,1024
72,resto_columnas.csv,lag1_max_d_q1q3_0,0,1024
72,resto_columnas.csv,lag1_max_d_q1q3_0,512,1024
72,resto_columnas.csv,lag1_max_d_q1q3_0,1024,1024
72,resto_columnas.csv,lag1_max_d_q1q3_0,1455,1024
73,resto_columnas.csv,lag1_max_d_q1q3_1,0,1024
73,resto_columnas.csv,lag1_max_d_q1q3_1,512,1024
73,resto_columnas.csv,lag1_max_d_q1q3_1,1024,1024
73,resto_columnas.csv,lag1_max_d_q1q3_1,1455,1024
74,resto_columnas.csv,lag1_max_d_q1q3_2,0,1024
74,resto_columnas.csv,lag1_max_d_q1q3_2,512,1024
74,resto_columnas.csv,lag1_max_d_q1q3_2,1024,1024
74,resto_columnas.csv,lag1_max_d_q1q3_2,1455,1024
75,resto_columnas.csv,lag1_max_d_q1q3_3,0,1024
75,resto_columnas.csv,lag1_max_d_q1q3_3,512,1024
75,resto_columnas.csv,lag1_max_d_q1q3_3,1024,1024
75,resto_columnas.csv,lag1_max_d_q1q3_3,1455,1024
76,resto_columnas.csv,lag1_max_d_q1q4_0,0,1024
76,resto_columnas.csv,lag1_max_d_q1q4_0,512,1024
76,resto_columnas.csv,lag1_max_d_q1q4_0,1024,1024
76,resto_columnas.csv,lag1_max_d_q1q4_0,1455,1024
77,resto_columnas.csv,lag1_max_d_q1q4_1,0,1024
77,resto_columnas.csv,lag1_max_d_q1q4_1,512,1024
77,resto_columnas.csv,lag1_max_d_q1q4_1,1024,1024
77,resto_columnas.csv,lag1_max_d_q1q4_1,1455,1024
78,resto_columnas.csv,lag1_max_d_q1q4_2,0,1024
78,resto_columnas.csv,lag1_max_d_q1q4_2,512,1024
78,resto_columnas.csv,lag1_max_d_q1q4_2,1024,1024
78,resto_columnas.csv,lag1_max_d_q1q4_2,1455,1024
79,resto_columnas.csv,lag1_max_d_q1q4_3,0,1024
79,resto_columnas.csv,lag1_max_d_q1q4_3,512,1024
79,resto_columnas.csv,lag1_max_d_q1q4_3,1024,1024
79,resto_columnas.csv,lag1_max_d_q1q4_3,1455,1024
80,resto_columnas.csv,lag1_max_d_q2q3_0,0,1024
80,resto_columnas.csv,lag1_max_d_q2q3_0,512,1024
80,resto_columnas.csv,lag1_max_d_q2q3_0,1024,1024
80,resto_columnas.csv,lag1_max_d_q2q3_0,1455,1024
81,resto_columnas.csv,lag1_max_d_q2q3_1,0,1024
81,resto_columnas.csv,lag1_max_d_q2q3_1,512,1024
81,resto_columnas.csv,lag1_max_d_q2q3_1,1024,1024
81,resto_columnas.csv,lag1_max_d_q2q3_1,1455,1024
82,resto_columnas.csv,lag1_max_d_q2q3_2,0,1024
82,resto_columnas.csv,lag1_max_d_q2q3_2,512,1024
82,resto_columnas.csv,lag1_max_d_q2q3_2,1024,1024
82,resto_columnas.csv,lag1_max_d_q2q3_2,1455,1024
83,resto_columnas.csv,lag1_max_d_q2q3_3,0,1024
83,resto_columnas.csv,lag1_max_d_q2q3_3,512,1024
83,resto_columnas.csv,lag1_max_d_q2q3_3,1024,1024
83,resto_columnas.csv,lag1_max_d_q2q3_3,1455,1024
84,resto_columnas.csv,lag1_max_d_q2q4_0,0,1024
84,resto_columnas.csv,lag1_max_d_q2q4_0,512,1024
84,resto_columnas.csv,lag1_max_d_q2q4_0,1024,1024
84,resto_columnas.csv,lag1_max_d_q2q4_0,1455,1024
85,resto_columnas.csv,lag1_max_d_q2q4_1,0,1024
85,resto_columnas.csv,lag1_max_d_q2q4_1,512,1024
85,resto_columnas.csv,lag1_max_d_q2q4_1,1024,1024
85,resto_columnas.csv,lag1_max_d_q2q4_1,1455,1024
86,resto_columnas.csv,lag1_max_d_q2q4_2,0,1024
86,resto_columnas.csv,lag1_max_d_q2q4_2,512,1024
86,resto_columnas.csv,lag1_max_d_q2q4_2,1024,1024
86,resto_columnas.csv,lag1_max_d_q2q4_2,1455,1024
87,resto_columnas.csv,lag1_max_d_q2q4_3,0,1024
87,resto_columnas.csv,lag1_max_d_q2q4_3,512,1024
87,resto_columnas.csv,lag1_max_d_q2q4_3,1024,1024
87,resto_columnas.csv,lag1_max_d_q2q4_3,1455,1024
88,resto_columnas.csv,lag1_min_0,0,1024
88,resto_columnas.csv,lag1_min_0,512,1024
88,resto_columnas.csv,lag1_min_0,1024,1024
88,resto_columnas.csv,lag1_min_0,1455,1024
89,resto_columnas.csv,lag1_min_1,0,1024
89,resto_columnas.csv,lag1_min_1,512,1024
89,resto_columnas.csv,lag1_min_1,1024,1024
89,resto_columnas.csv,lag1_min_1,1455,1024
90,resto_columnas.csv,lag1_min_2,0,1024
90,resto_columnas.csv,lag1_min_2,512,1024
90,resto_columnas.csv,lag1_min_2,1024,1024
90,resto_columnas.csv,lag1_min_2,1455,1024
91,resto_columnas.csv,lag1_min_3,0,1024
91,resto_columnas.csv,lag1_min_3,512,1024
91,resto_columnas.csv,lag1_min_3,1024,1024
91,resto_columnas.csv,lag1_min_3,1455,1024
92,resto_columnas.csv,lag1_min_d_h2h1_0,0,1024
92,resto_columnas.csv,lag1_min_d_h2h1_0,512,1024
92,resto_columnas.csv,lag1_min_d_h2h1_0,1024,1024
92,resto_columnas.csv,lag1_min_d_h2h1_0,1455,1024
93,resto_columnas.csv,lag1_min_d_h2h1_1,0,1024
93,resto_columnas.csv,lag1_min_d_h2h1_1,512,1024
93,resto_columnas.csv,lag1_min_d_h2h1_1,1024,1024
93,resto_columnas.csv,lag1_min_d_h2h1_1,1455,1024
94,resto_columnas.csv,lag1_min_d_h2h1_2,0,1024
94,resto_columnas.csv,lag1_min_d_h2h1_2,512,1024
94,resto_columnas.csv,lag1_min_d_h2h1_2,1024,1024
94,resto_columnas.csv,lag1_min_d_h2h1_2,1455,1024
95,resto_columnas.csv,lag1_min_d_h2h1_3,0,1024
95,resto_columnas.csv,lag1_min_d_h2h1_3,512,1024
95,resto_columnas.csv,lag1_min_d_h2h1_3,1024,1024
95,resto_columnas.csv,lag1_min_d_h2h1_3,1455,1024
96,resto_columnas.csv,lag1_min_q1_0,0,1024
96,resto_columnas.csv,lag1_min_q1_0,512,1024
96,resto_columnas.csv,lag1_min_q1_0,1024,1024
96,resto_columnas.csv,lag1_min_q1_0,1455,1024
97,resto_columnas.csv,lag1_min_q1_1,0,1024
97,resto_columnas.csv,lag1_min_q1_1,512,1024
97,resto_columnas.csv,lag1_min_q1_1,1024,1024
97,resto_columnas.csv,lag1_min_q1_1,1455,1024
98,resto_columnas.csv,lag1_min_q1_2,0,1024
98,resto_columnas.csv,lag1_min_q1_2,512,1024
98,resto_columnas.csv,lag1_min_q1_2,1024,1024
98,resto_columnas.csv,lag1_min_q1_2,1455,1024
99,resto_columnas.csv,lag1_min_q1_3,0,1024
99,resto_columnas.csv,lag1_min_q1_3,512,1024
99,resto_columnas.csv,lag1_min_q1_3,1024,1024
99,resto_columnas.csv,lag1_min_q1_3,1455,1024
100,resto_columnas.csv,lag1_min_q2_0,0,1024
100,resto_columnas.csv,lag1_min_q2_0,512,1024
100,resto_columnas.csv,lag1_min_q2_0,1024,1024
100,resto_columnas.csv,lag1_min_q2_0,1455,1024
101,resto_columnas.csv,lag1_min_q2_1,0,1024
101,resto_columnas.csv,lag1_min_q2_1,512,1024
101,resto_columnas.csv,lag1_min_q2_1,1024,1024
101,resto_columnas.csv,lag1_min_q2_1,1455,1024
102,resto_columnas.csv,lag1_min_q2_2,0,1024
102,resto_columnas.csv,lag1_min_q2_2,512,1024
102,resto_columnas.csv,lag1_min_q2_2,1024,1024
102,resto_columnas.csv,lag1_min_q2_2,1455,1024
103,resto_columnas.csv,lag1_min_q2_3,0,1024
103,resto_columnas.csv,lag1_min_q2_3,512,1024
103,resto_columnas.csv,lag1_min_q2_3,1024,1024
103,resto_columnas.csv,lag1_min_q2_3,1455,1024
104,resto_columnas.csv,lag1_min_d_q1q2_0,0,1024
104,resto_columnas.csv,lag1_min_d_q1q2_0,512,1024
104,resto_columnas.csv,lag1_min_d_q1q2_0,1024,1024
104,resto_columnas.csv,lag1_min_d_q1q2_0,1455,1024
105,resto_columnas.csv,lag1_min_d_q1q2_1,0,1024
105,resto_columnas.csv,lag1_min_d_q1q2_1,512,1024
105,resto_columnas.csv,lag1_min_d_q1q2_1,1024,1024
105,resto_columnas.csv,lag1_min_d_q1q2_1,1455,1024
106,resto_columnas.csv,lag1_min_d_q1q2_2,0,1024
106,resto_columnas.csv,lag1_min_d_q1q2_2,512,1024
106,resto_columnas.csv,lag1_min_d_q1q2_2,1024,1024
106,resto_columnas.csv,lag1_min_d_q1q2_2,1455,1024
107,resto_columnas.csv,lag1_min_d_q1q2_3,0,1024
107,resto_columnas.csv,lag1_min_d_q1q2_3,512,1024
107,resto_columnas.csv,lag1_min_d_q1q2_3,1024,1024
107,resto_columnas.csv,lag1_min_d_q1q2_3,1455,1024
108,resto_columnas.csv,lag1_min_d_q1q3_0,0,1024
108,resto_columnas.csv,lag1_min_d_q1q3_0,512,1024
108,resto_columnas.csv,lag1_min_d_q1q3_0,1024,1024
108,resto_columnas.csv,lag1_min_d_q1q3_0,1455,1024
109,resto_columnas.csv,lag1_min_d_q1q3_1,0,1024
109,resto_columnas.csv,lag1_min_d_q1q3_1,512,1024
109,resto_columnas.csv,lag1_min_d_q1q3_1,1024,1024
109,resto_columnas.csv,lag1_min_d_q1q3_1,1455,1024
110,resto_columnas.csv,lag1_min_d_q1q3_2,0,1024
110,resto_columnas.csv,lag1_min_d_q1q3_2,512,1024
110,resto_columnas.csv,lag1_min_d_q1q3_2,1024,1024
110,resto_columnas.csv,lag1_min_d_q1q3_2,1455,1024
111,resto_columnas.csv,lag1_min_d_q1q3_3,0,1024
111,resto_columnas.csv,lag1_min_d_q1q3_3,512,1024
111,resto_columnas.csv,lag1_min_d_q1q3_3,1024,1024
111,resto_columnas.csv,lag1_min_d_q1q3_3,1455,1024
112,resto_columnas.csv,lag1_min_d_q1q4_0,0,1024
112,resto_columnas.csv,lag1_min_d_q1q4_0,512,1024
112,resto_columnas.csv,lag1_min_d_q1q4_0,1024,1024
112,resto_columnas.csv,lag1_min_d_q1q4_0,1455,1024
113,resto_columnas.csv,lag1_min_d_q1q4_1,0,1024
113,resto_columnas.csv,lag1_min_d_q1q4_1,512,1024
113,resto_columnas.csv,lag1_min_d_q1q4_1,1024,1024
113,resto_columnas.csv,lag1_min_d_q1q4_1,1455,1024
